Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
aib naas,56,51,1000,82.26,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,151000,"[77,77,77,100,68,68,77,77,77,100,77,77]",2021-01-17,"Knowledge panel, Image pack, Reviews"
dsd,56,56,260,57.02,0.00,https://www.3dental.ie/digital-smile-design/,0,0,0.00,0,25600000,"[66,66,81,100,81,81,100,81,66,81,100,81]",2021-01-09,"Site links, People also ask"
how long do veneers last,56,56,260,48.83,0.98,https://www.3dental.ie/veneers/,0,0,0.00,0.02,9730000,"[54,44,82,44,36,54,54,54,67,100,67,67]",2020-12-22,"Site links, Featured snippet, People also ask"
level 3 covid,56,56,480,86.91,0.00,https://www.3dental.ie/blog/we-are-open/,0,0,0.00,0,3290000000,"[0,0,0,0,1,1,1,1,0,1,53,100]",2021-01-12,"Image pack, Site links, AdWords top, Video Carousel"
3 store dublin,56,56,480,89.75,0.00,https://www.3dental.ie/,0,0,0.00,0,195000000,"[82,100,67,54,82,36,67,67,67,54,36,44]",2021-01-01,"Local pack, Site links, Reviews"
free dental care for child ireland,56,56,140,82.59,1.50,https://www.3dental.ie/,0,0,0.00,0.12,34600000,"[81,52,81,81,52,24,24,52,100,100,100,81]",2020-12-28,"Site links, Featured snippet, People also ask"
dentist blanchardstown centre,57,57,140,75.67,1.09,https://www.3dental.ie/price-list/,0,0,0.00,0.1,92,"[35,27,42,65,35,19,35,54,100,81,65,81]",2021-01-09,"Knowledge panel, Image pack, Reviews"
dentist wicklow town,57,57,110,72.6,1.19,https://www.3dental.ie/,0,0,0.00,0.02,76,"[41,29,82,82,41,65,53,53,100,82,82,65]",2021-01-02,"Local pack, Image pack, Reviews"
braces before and after,57,45,880,56.84,1.54,https://www.3dental.ie/blog/do-6-month-braces-actually-work/,0,0,0.00,0.04,112000000,"[45,68,55,45,45,55,77,68,68,68,77,100]",2021-01-17,"Image pack, People also ask"
braces galway,57,57,110,68.91,1.42,https://www.3dental.ie/,0,0,0.00,0.59,767000,"[79,50,79,79,50,64,79,79,100,79,79,79]",2021-01-03,"Local pack, Image pack, Site links, Video, People also ask"
hse medical card phone number,57,57,110,85.34,0.00,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0,2180000,"[28,13,34,100,34,13,9,16,28,53,81,66]",2021-01-10,"Featured snippet, People also ask"
hse dental clinic,57,15,260,80.18,1.61,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0.06,933000,"[44,28,28,54,54,54,54,100,67,82,82,100]",2021-01-17,"Local pack, Site links, AdWords bottom, People also ask"
navan orthodontics,57,57,320,79.16,1.27,https://www.3dental.ie/,0,0,0.00,0.06,82,"[67,44,67,67,54,36,67,100,100,100,100,82]",2020-12-26,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
dentist tullamore,57,63,880,72.14,1.57,https://www.3dental.ie/,0,0,0.00,0.02,238000,"[59,88,88,72,48,59,100,100,100,88,88,100]",2021-01-17,"Local pack, Image pack, Site links, Reviews, Video"
dental hygienist jobs ireland,57,57,110,80.35,0.66,https://www.3dental.ie/,0,0,0.00,0.25,753000,"[82,53,100,65,53,18,82,53,53,65,65,29]",2020-12-28,"Image pack, People also ask, FAQ"
teeth,58,0,2900,87.06,1.12,https://www.3dental.ie/blog/teeth-in-a-day-cost-ireland/,0,0,0.00,0.04,409000000,"[67,81,67,67,81,100,67,81,67,67,100,100]",2021-01-17,"Image pack, Site links, People also ask"
what are the best dentures to get,58,58,110,60.01,0.69,https://www.3dental.ie/implant-retained-dentures/,0,0,0.00,0.8,19400000,"[67,43,81,67,33,33,43,67,52,52,100,67]",2020-12-22,"Featured snippet, People also ask"
flexi fi calculator,58,45,590,80.92,0.39,https://www.3dental.ie/flexifi/,0,0,0.00,0,68,"[39,48,48,39,39,39,59,72,88,100,88,88]",2021-01-17,"Image pack, Site links, People also ask"
dentist terenure,58,58,210,66.1,0.00,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,0.03,75,"[66,53,66,66,53,22,53,66,100,53,100,81]",2020-12-26,"Local pack, Image pack, Site links"
smiles dental bray,58,58,320,75.55,1.40,https://www.3dental.ie/,0,0,0.00,0.18,488000,"[67,54,82,82,67,44,67,82,100,100,82,100]",2021-01-13,"Knowledge panel, Site links, FAQ"
emergency medical card,58,58,170,77.48,0.00,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0.03,608000000,"[52,81,81,67,67,81,81,67,81,100,100,81]",2021-01-15,People also ask
dental hygienist salary ireland,58,58,140,77.21,0.00,https://www.3dental.ie/price-list/,0,0,0.00,0,938000,"[43,33,67,33,33,33,67,81,67,67,100,100]",2021-01-05,"Image pack, People also ask, FAQ"
invisalign aligners,58,58,90,68.81,1.66,https://www.3dental.ie/invisalign/,0,0,0.00,0.45,3490000,"[11,11,11,11,44,22,56,11,22,11,11,100]",2020-12-30,"Local pack, Image pack, Site links, People also ask"
hse medical card contact,59,59,110,85.99,0.00,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0,3260000,"[43,100,100,14,52,52,52,43,43,24,33,24]",2020-12-30,"Featured snippet, People also ask"
finglas dental care,59,0,720,78.03,1.55,https://www.3dental.ie/,0,0,0.00,0.02,71800,"[25,37,25,25,20,30,77,77,45,100,77,100]",2021-01-17,"Knowledge panel, Image pack, Reviews"
perrystown dental,59,59,260,80.66,1.64,https://www.3dental.ie/price-list/,0,0,0.00,0.02,62,"[44,44,67,67,54,44,54,67,82,100,82,82]",2021-01-11,"Knowledge panel, Image pack, Site links"
alexandra dental limerick,60,62,880,79.47,1.29,https://www.3dental.ie/teeth-whitening/,0,0,0.00,0.14,87,"[30,68,55,25,25,45,77,100,77,77,77,77]",2021-01-17,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
bioforce limerick,60,60,140,78.81,0.00,https://www.3dental.ie/teeth-whitening/,0,0,0.00,0.01,59,"[53,53,100,100,65,53,82,82,82,65,82,100]",2020-12-31,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
tri opening hours,60,60,170,69.21,0.06,https://www.3dental.ie/,0,0,0.00,0.03,39000000,"[66,100,66,53,44,16,28,53,28,44,44,53]",2021-01-12,"Knowledge panel, Site links, Reviews"
dentist carrick on suir,60,60,170,78.33,0.00,https://www.3dental.ie/veneers-in-a-day/,0,0,0.00,0.01,68700,"[42,65,65,42,35,42,65,81,81,100,81,100]",2021-01-16,"Local pack, Reviews, Video, AdWords bottom"
the lab dublin,60,60,170,79.73,0.88,https://www.3dental.ie/about/dentist-lab/,0,0,0.00,0.05,27200000,"[53,34,81,100,34,22,44,16,44,53,53,53]",2021-01-12,"Knowledge panel, Site links, Reviews, Video Carousel"
kiwi dental carlow,60,60,140,77.25,1.96,https://www.3dental.ie/price-list/,0,0,0.00,0.06,75,"[82,65,82,65,41,41,65,100,82,82,82,100]",2020-12-22,"Knowledge panel, Image pack, Site links"
can teeth be re enamelled,60,60,90,65.67,0.00,https://www.3dental.ie/blog/what-is-dental-bonding-and-how-much-does-it-cost-/,0,0,0.00,1,1100000,"[100,20,80,20,0,40,20,80,0,20,0,20]",2021-01-08,"Featured snippet, People also ask"
dentist finglas,60,0,720,77.05,1.03,https://www.3dental.ie/dental-implants/,0,0,0.00,0.06,99,"[59,72,59,48,39,48,88,100,100,88,100,100]",2021-01-17,"Local pack, Image pack, Reviews"
callan dental,60,64,1300,81.33,1.66,https://www.3dental.ie/price-list/,0,0,0.00,0.02,771000,"[55,81,63,63,37,55,100,100,100,100,100,100]",2021-01-17,"Knowledge panel, Image pack, Site links, Reviews"
maryland bridge,61,61,170,62.73,0.00,https://www.3dental.ie/bridges/,0,0,0.00,0.02,96800000,"[54,81,100,54,35,42,65,100,100,81,65,81]",2021-01-16,"Image pack, Video Carousel, People also ask, FAQ"
dental veneer adhesive,61,61,90,65.8,0.00,https://www.3dental.ie/blog/what-is-dental-bonding-and-how-much-does-it-cost-/,0,0,0.00,0,6510000,"[0,0,0,0,0,100,0,0,40,0,0,0]",2020-12-29,"Image pack, Site links, Reviews, Video, Featured snippet, Video Carousel, People also ask"
best dentist in cork,61,61,140,65.42,0.74,https://www.3dental.ie/,0,0,0.00,0.19,2740000,"[52,52,67,52,33,19,33,81,100,100,81,81]",2020-12-22,Local pack
how to check prsi contributions,61,61,110,82.26,0.00,https://www.3dental.ie/blog/prsi-dental-entitlements-in-2020/,0,0,0.00,0,38800,"[18,53,41,82,53,53,65,65,53,65,100,65]",2021-01-16,"Site links, Video, People also ask"
dental options cork,61,61,210,76.94,0.00,https://www.3dental.ie/,0,0,0.00,0.03,1380000,"[65,54,81,81,65,19,65,81,100,100,100,100]",2021-01-07,"Knowledge panel, Site links"
three store dublin,61,61,880,79.98,0.00,https://www.3dental.ie/,0,0,0.00,0,100,"[77,100,68,55,68,20,55,68,68,55,45,45]",2021-01-13,"Local pack, Site links"
daniel o connell dentist,61,61,140,62.7,0.00,https://www.3dental.ie/routine-checkups/,0,0,0.00,0.02,5480000,"[54,35,35,42,54,42,35,65,100,65,100,42]",2021-01-09,"Knowledge panel, Site links"
dentist tralee,61,62,880,68.13,1.30,https://www.3dental.ie/,0,0,0.00,0.05,84,"[45,68,55,45,45,55,77,100,100,77,77,77]",2021-01-17,"Local pack, Image pack, Site links, Reviews, Video, Video Carousel"
dublin dental hospital jobs,61,61,90,83.44,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0.11,90,"[25,25,25,25,50,25,25,100,25,75,25,100]",2021-01-12,"Image pack, Reviews, FAQ"
brilliant smile smithfield,61,61,110,71.99,1.16,https://www.3dental.ie/,0,0,0.00,0.16,64,"[42,19,27,27,27,19,27,35,42,54,100,81]",2021-01-11,"Knowledge panel, Image pack, Reviews"
dental implant cost europe,62,62,90,56.84,0.00,https://www.3dental.ie/about/dentistry-abroad/,0,0,0.00,0.29,1160000,"[20,20,20,20,20,0,20,100,0,40,20,40]",2020-12-27,"Site links, People also ask"
crescent dental limerick,62,62,170,74.26,0.80,https://www.3dental.ie/limerick/,0,0,0.00,0.02,79,"[100,65,81,81,65,27,35,35,65,65,54,54]",2020-12-26,"Knowledge panel, Image pack, Site links, Reviews"
is aib open today,62,62,170,90.9,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,77,"[100,12,5,81,54,29,12,3,3,2,12,5]",2021-01-15,"Local pack, Video, People also ask"
naas road,62,62,480,84.97,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,4840000,"[55,44,67,55,36,24,30,44,55,100,55,55]",2021-01-12,"Knowledge panel, Site links, FAQ"
kreativ dental,62,62,170,77.38,0.71,https://www.3dental.ie/,0,0,0.00,0.06,1050000,"[66,44,100,81,34,22,44,66,53,53,34,22]",2020-12-31,"Knowledge panel, Image pack, Site links"
dental fit out companies,62,59,90,22.52,0.00,https://www.3dental.ie/,0,0,0.00,0,26700000,"[40,0,0,0,0,0,0,0,100,0,0,0]",2021-01-17,"Knowledge panel, FAQ"
smiles cork,62,62,140,67.05,0.67,https://www.3dental.ie/,0,0,0.00,0.26,2500000,"[65,54,65,54,54,27,35,54,100,65,65,65]",2020-12-22,"Knowledge panel, Image pack, Site links, Reviews, AdWords bottom, Video Carousel"
orthodontist that are open on saturdays,62,62,90,37.77,1.10,https://www.3dental.ie/limerick/,0,0,0.00,0.93,89100000,"[0,0,0,50,100,0,0,0,0,25,0,50]",2021-01-08,"Local pack, Reviews"
flexi fi phone number,62,62,90,81.13,0.70,https://www.3dental.ie/flexifi/,0,0,0.00,0.09,9710000,"[44,54,100,2,8,2,15,2,5,2,7,5]",2020-12-30,"Knowledge panel, Site links, People also ask"
dublin bus stop,63,63,320,85.82,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,91,"[100,66,66,81,44,29,24,36,44,44,54,54]",2021-01-12,"Local pack, Image pack, Site links"
dublin orthodontics,63,63,1300,63.85,1.39,https://www.3dental.ie/orthodontics/,0,0,0.00,0.41,706000,"[46,84,68,53,38,68,84,100,84,84,100,84]",2021-01-17,"Local pack, Image pack, Site links, Reviews, FAQ"
prsi rates 2020,63,71,3600,76.55,0.00,https://www.3dental.ie/blog/prsi-dental-entitlements-in-2020/,0,0,0.00,0,168000,"[11,100,100,67,54,54,54,54,44,81,81,67]",2021-01-17,"Site links, Featured snippet, People also ask"
walk in clinic dooradoyle,63,63,320,71.41,0.93,https://www.3dental.ie/limerick/,0,0,0.00,0.01,79,"[82,100,100,100,100,67,67,82,54,82,82,82]",2021-01-01,"Knowledge panel, Reviews, FAQ"
dental nurse salary ireland,63,63,260,78.6,0.00,https://www.3dental.ie/,0,0,0.00,0.01,2020000,"[29,29,66,44,29,24,36,54,44,44,100,66]",2020-12-25,"Image pack, Featured snippet, People also ask, FAQ"
dentist newcastle west,63,63,140,66.77,0.00,https://www.3dental.ie/,0,0,0.00,0,3220000,"[65,65,100,65,53,29,53,82,100,100,100,82]",2020-12-23,"Local pack, Site links, Reviews"
does laya cover dental,63,63,90,73.38,0.00,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,0.02,841000,"[25,50,25,25,25,75,25,100,25,75,25,100]",2020-12-30,"Image pack, Site links, People also ask"
can metal retainers straighten teeth,63,63,90,50.22,0.00,https://www.3dental.ie/blog/the-7-most-faq-s-of-teeth-straightening/,0,0,0.00,0,4020000,"[0,0,0,0,0,0,100,100,0,0,0,0]",2021-01-04,"Image pack, Site links, Featured snippet, AdWords bottom, People also ask"
dentist bray,64,66,880,63.12,0.73,https://www.3dental.ie/,0,0,0.00,0.22,1010000,"[55,68,68,45,30,45,68,77,100,77,77,68]",2021-01-17,"Local pack, Image pack, Site links"
the red cow,64,64,390,86.08,0.33,https://www.3dental.ie/dublin/,0,0,0.00,0.09,400000000,"[39,48,100,48,32,9,11,26,39,39,32,39]",2020-12-21,"Knowledge panel, Site links, Reviews, AdWords top, Video Carousel, FAQ"
dental surgery room,64,64,90,47.21,0.00,https://www.3dental.ie/dental-surgery/,0,0,0.00,0,85900000,"[11,0,22,0,100,0,11,11,0,0,11,11]",2021-01-06,"Image pack, People also ask"
can i get dental implants with gum disease,64,64,90,38.74,0.00,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,0,20600000,"[43,100,0,0,0,43,0,0,14,100,29,0]",2021-01-01,"Featured snippet, People also ask"
061,64,64,170,75.45,0.00,https://www.3dental.ie/limerick/,0,0,0.00,0,208000000,"[66,34,66,100,66,34,34,44,53,66,66,66]",2020-12-23,"Site links, Reviews"
invisalign cork,64,64,260,63.15,2.17,https://www.3dental.ie/,0,0,0.00,0.66,92,"[54,36,67,54,36,36,67,82,100,82,100,100]",2020-12-25,"Local pack, Image pack, Site links, Video, AdWords bottom, Video Carousel, People also ask"
dentist open on sunday,64,64,260,51.94,1.28,https://www.3dental.ie/emergencies/,0,0,0.00,0.49,36400000,"[82,100,82,82,82,36,36,36,44,54,44,67]",2020-12-28,"Local pack, Reviews, People also ask"
3d cow,65,65,90,62.15,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,245000000,"[2,2,2,2,100,54,12,7,12,3,5,3]",2021-01-09,"Image pack, Site links, Reviews, Video, Video Carousel"
dental protection ireland,65,65,260,81,1.52,https://www.3dental.ie/,0,0,0.00,0.2,13000000,"[29,23,44,44,100,67,81,81,54,54,54,44]",2020-12-31,"Knowledge panel, Image pack, Site links"
tully house dental,65,65,210,76.55,1.67,https://www.3dental.ie/,0,0,0.00,0.05,81,"[42,100,65,54,42,35,81,100,81,81,81,100]",2021-01-15,"Knowledge panel, Image pack, Site links, Reviews"
mouth ulcers pictures,65,65,210,88.81,0.00,https://www.3dental.ie/blog/all-about-mouth-sores-causes-treatments/,0,0,0.00,0.06,26700000,"[100,100,100,100,66,81,22,28,44,34,53,44]",2021-01-01,"Site links, People also ask"
sisu teeth whitening,65,65,90,79.25,0.52,https://www.3dental.ie/teeth-whitening/,0,0,0.00,0.71,74,"[24,6,41,6,6,6,6,6,18,12,6,100]",2020-12-28,"Knowledge panel, Image pack, Reviews, Video, AdWords top, Video Carousel"
dental nurse jobs,66,71,880,80.19,0.56,https://www.3dental.ie/,0,0,0.00,0.23,73400000,"[37,68,55,45,25,55,100,100,77,68,55,45]",2021-01-17,"Image pack, Video, FAQ"
colm smith dental monaghan,66,66,170,72.31,1.93,https://www.3dental.ie/about/meet-the-team/,0,0,0.00,0.01,72,"[54,54,42,27,35,27,54,81,100,81,100,100]",2021-01-02,"Knowledge panel, Image pack, Reviews"
medical card section,66,66,140,81.08,0.00,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0,765000000,"[100,65,100,82,100,65,65,82,82,65,82,82]",2021-01-09,"Site links, People also ask"
3d jobs in dublin,66,66,90,76.04,0.00,https://www.3dental.ie/,0,0,0.00,0,7340000,"[0,0,100,0,50,50,0,50,0,0,50,0]",2020-12-25,"Image pack, People also ask"
dentist drogheda,66,65,1000,71.46,0.84,https://www.3dental.ie/,0,0,0.00,0.33,67700,"[68,68,68,55,55,68,100,100,100,100,77,100]",2021-01-17,"Local pack, Image pack, Site links, Reviews, Video, Video Carousel"
d dublin,66,66,90,89.45,0.00,https://www.3dental.ie/,0,0,0.00,0,299000000,"[0,11,11,11,11,11,0,11,33,100,11,11]",2020-12-29,"Local pack, Site links, Reviews, People also ask"
covid levels ireland,66,0,3600,95.16,0.00,https://www.3dental.ie/blog/we-are-open/,0,0,0.00,0,133000000,"[0,0,0,1,1,0,0,3,0,82,100,13]",2021-01-17,"Top stories, Image pack, Site links, Featured snippet"
terenure dental,67,55,110,70.62,1.71,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,0.02,90,"[53,82,65,53,41,65,82,100,82,100,82,100]",2021-01-17,"Knowledge panel, Image pack, Site links"
flexi fi contact,67,67,260,71.18,1.49,https://www.3dental.ie/flexifi/,0,0,0.00,0.17,9590000,"[67,36,67,67,67,44,54,82,82,82,82,100]",2020-12-24,"Knowledge panel, Site links, Reviews, AdWords top, People also ask"
dentist ennis,67,68,880,65.96,0.30,https://www.3dental.ie/,0,0,0.00,0.09,479000,"[55,68,55,55,37,68,100,100,100,100,77,77]",2021-01-17,"Local pack, Image pack, Reviews"
3 plans,67,67,320,84.99,0.28,https://www.3dental.ie/price-list/,0,0,0.00,0.01,2190000000,"[67,54,54,54,67,82,82,82,100,100,82,82]",2020-12-23,"Image pack, Video Carousel, People also ask, FAQ"
dental hospital dublin 2,67,67,90,77.9,0.00,https://www.3dental.ie/,0,0,0.00,0.09,3540000,"[71,14,14,14,14,14,100,14,14,14,29,14]",2020-12-24,"Knowledge panel, Site links, People also ask"
flexi fi reviews,67,67,320,87.37,0.38,https://www.3dental.ie/price-list/,0,0,0.00,0.06,16500000,"[100,67,82,67,54,67,67,67,100,100,100,67]",2020-12-21,"Knowledge panel, Reviews, People also ask"
dentist donaghmede,67,67,140,73.53,0.00,https://www.3dental.ie/,0,0,0.00,0.04,76,"[65,42,65,54,42,35,42,54,100,65,65,54]",2020-12-29,"Local pack, Image pack, Reviews"
6 months,67,67,90,83.59,0.00,https://www.3dental.ie/six-month-braces/,0,0,0.00,0,4510000000,"[64,36,50,50,100,64,64,64,79,64,100,79]",2021-01-12,"Image pack, Site links, People also ask"
can you get rid of periodontal disease,67,67,90,72,0.00,https://www.3dental.ie/gum-treatments/,0,0,0.00,0,1110000,"[0,0,0,0,100,0,0,0,100,100,100,0]",2021-01-14,"Site links, AdWords bottom, People also ask"
bowe dental limerick,67,67,110,86.39,0.00,https://www.3dental.ie/about/meet-the-team/,0,0,0.00,0.01,70,"[52,33,33,81,33,19,33,100,100,52,67,52]",2021-01-03,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
dental care ireland navan,68,68,170,73.11,2.30,https://www.3dental.ie/,0,0,0.00,0.02,91,"[54,65,81,81,65,27,54,81,100,100,81,81]",2021-01-13,"Knowledge panel, Image pack, Site links, Video, People also ask, FAQ"
3 glenart avenue,68,68,90,84.51,0.00,https://www.3dental.ie/,0,0,0.00,0,71,"[40,100,100,20,20,20,20,20,20,20,20,20]",2020-12-21,"Image pack, Video, Video Carousel"
all smiles dental wexford,68,68,90,78.27,0.67,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,0.1,426000,"[65,53,41,29,29,29,53,41,100,65,100,82]",2020-12-25,"Local pack, Image pack, Reviews"
dentist portlaoise,69,63,1000,72.04,0.34,https://www.3dental.ie/price-list/,0,0,0.00,0.08,23200,"[55,63,55,55,37,55,81,100,100,81,81,81]",2021-01-17,"Local pack, Image pack, Site links, Reviews, Video"
woodstown dental,69,63,720,75.15,0.82,https://www.3dental.ie/price-list/,0,0,0.00,0.16,75,"[100,100,88,72,72,72,72,72,59,59,48,59]",2021-01-17,"Knowledge panel, Image pack, Site links, Reviews, FAQ"
dentist waterford city,69,69,140,65.96,0.91,https://www.3dental.ie/,0,0,0.00,0.05,788000,"[65,65,65,65,82,41,53,100,100,100,100,100]",2021-01-09,"Local pack, Image pack"
and smile,69,69,90,46.9,0.00,https://www.3dental.ie/smile-in-a-day/,0,0,0.00,0.07,4120000000,"[25,0,25,25,25,25,25,25,75,0,100,25]",2020-12-25,"Local pack, Image pack, Reviews, Video, Video Carousel"
dental nurse jobs dublin,69,69,260,80.59,0.67,https://www.3dental.ie/,0,0,0.00,0.16,84,"[44,24,24,44,24,15,36,81,100,100,44,36]",2021-01-06,"Image pack, Video Carousel, FAQ"
dentist appointment,69,69,170,75.34,0.57,https://www.3dental.ie/,0,0,0.00,0.11,470000000,"[67,52,81,52,67,52,52,81,100,100,100,100]",2020-12-27,"Local pack, Image pack, Video Carousel"
longford dentist,69,69,880,72.67,1.31,https://www.3dental.ie/price-list/,0,0,0.00,0.06,170000,"[59,88,72,59,59,72,100,100,100,88,100,100]",2021-01-16,"Local pack, Image pack, Reviews, Video Carousel"
dr aoife kavanagh,70,70,110,82.91,0.00,https://www.3dental.ie/about/meet-the-team/,0,0,0.00,0,87,"[50,64,100,79,79,64,79,64,79,79,100,100]",2021-01-12,"Image pack, Video"
flexi,70,70,590,85.09,1.16,https://www.3dental.ie/flexifi/,0,0,0.00,0.12,79100000,"[55,44,55,55,55,55,67,82,82,100,100,100]",2021-01-07,"Local pack, Image pack, Site links, People also ask"
escort girls in limerick,70,70,90,72.66,0.00,https://www.3dental.ie/limerick/,0,0,0.00,0.12,14000000,"[100,67,81,43,19,19,19,19,19,19,19,43]",2020-12-30,Site links
covid level 3,70,57,1000,87.36,0.00,https://www.3dental.ie/blog/we-are-open/,0,0,0.00,0,2700000000,"[0,0,0,0,0,0,1,0,1,67,100,36]",2021-01-17,"Top stories, Image pack, Site links, Video Carousel"
quay dental galway,70,70,390,81.95,0.78,https://www.3dental.ie/,0,0,0.00,0.2,89,"[81,54,100,54,44,19,36,44,66,81,100,81]",2021-01-09,"Knowledge panel, Image pack, Site links, Reviews, Video, AdWords top, Video Carousel"
red cow car park,70,70,110,86.46,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0.01,31800000,"[100,100,67,100,52,5,10,33,43,43,43,24]",2021-01-08,"Knowledge panel, Image pack, Reviews, Video, People also ask, FAQ"
beautiful smile teeth whitening kit reviews,70,70,90,74.7,0.00,https://www.3dental.ie/teeth-whitening/,0,0,0.00,0,1010000,"[0,100,0,0,0,100,0,0,0,0,0,0]",2021-01-15,"Image pack, Video, Video Carousel, People also ask, FAQ"
walk in medical centre limerick,71,71,260,68.27,0.00,https://www.3dental.ie/limerick/,0,0,0.00,0.01,1120000,"[82,100,67,67,82,54,67,54,67,82,82,82]",2020-12-27,"Local pack, Reviews, FAQ"
westside dental athlone,71,71,110,78.26,1.21,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,0.02,72,"[24,43,67,52,33,19,24,67,81,81,100,81]",2021-01-07,"Knowledge panel, Image pack, Site links"
red cow inn,71,69,1000,88.63,0.31,https://www.3dental.ie/dublin/,0,0,0.00,0.07,11300000,"[46,84,46,31,14,17,46,84,100,53,53,31]",2021-01-17,"Knowledge panel, Image pack, Site links, Reviews, Tweet, Video Carousel, People also ask, FAQ"
beautiful white teeth,71,71,90,65.55,0.00,https://www.3dental.ie/blog/5-benefits-of-teeth-whitening/,0,0,0.00,0,185000000,"[33,78,56,100,0,44,0,11,0,0,11,100]",2020-12-28,"Knowledge panel, Image pack, Reviews, Video Carousel, People also ask"
clane teeth,71,71,140,76.57,1.49,https://www.3dental.ie/bonding/,0,0,0.00,0.11,71,"[54,35,54,54,35,15,35,54,65,100,81,81]",2020-12-21,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel, FAQ"
limerick bus station phone number,72,72,110,83.78,0.00,https://www.3dental.ie/limerick/,0,0,0.00,0,1400000,"[44,16,34,34,28,22,44,100,53,44,28,16]",2021-01-16,"Local pack, Reviews, People also ask, FAQ"
prsi,72,75,3600,79.39,0.00,https://www.3dental.ie/blog/prsi-dental-entitlements-in-2020/,0,0,0.00,0,2790000,"[54,100,81,81,67,81,44,54,54,81,100,81]",2021-01-17,"Site links, Featured snippet, Video Carousel, People also ask"
vhi plans,72,0,2900,85.59,2.80,https://www.3dental.ie/price-list/,0,0,0.00,0.29,755000,"[55,100,67,36,24,24,29,36,36,29,29,36]",2021-01-17,"Site links, Video, AdWords top, People also ask"
carlow dental clinic,72,72,210,68.1,0.64,https://www.3dental.ie/,0,0,0.00,0.09,177000,"[66,44,66,66,53,44,53,81,100,81,81,66]",2021-01-08,"Local pack, Image pack, Site links, Reviews"
dr niall moore,72,72,210,66.08,0.00,https://www.3dental.ie/about/why-choose-us/,0,0,0.00,0,4430000,"[8,4,10,15,10,19,54,67,81,81,100,100]",2021-01-02,"Knowledge panel, Image pack, Reviews"
fake teeth,72,72,260,77.6,0.62,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,1,635000000,"[81,66,100,66,66,100,100,81,81,100,81,100]",2021-01-13,"Local pack, Image pack, Site links, People also ask"
dental filling removal,73,73,90,57.85,0.00,https://www.3dental.ie/blog/3-dentals-guide-to-fillings/,0,0,0.00,0,21000000,"[0,0,0,0,100,0,0,50,0,0,0,0]",2020-12-30,"Site links, Featured snippet, People also ask"
dublin bus schedule,73,73,140,87.08,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,96,"[66,100,66,66,53,16,28,34,34,34,28,22]",2021-01-12,"Site links, Video, People also ask"
clove oil for toothache,73,73,170,80.72,0.00,https://www.3dental.ie/blog/how-to-ease-the-pain-caused-by-toothache/,0,0,0.00,0.66,793000,"[34,34,28,44,44,53,53,53,44,81,100,81]",2021-01-13,"Site links, People also ask"
best over the counter anti inflammatory ireland,73,73,90,86.82,1.17,https://www.3dental.ie/blog/5-ways-to-ease-toothache/,0,0,0.00,0.32,3290000,"[50,50,50,100,50,50,50,50,50,50,50,50]",2020-12-23,"Site links, AdWords top, FAQ"
dr niall collins,73,73,110,86.75,0.00,https://www.3dental.ie/about/why-choose-us/,0,0,0.00,0.01,100,"[33,33,33,43,67,52,33,43,52,43,67,100]",2021-01-06,"Knowledge panel, Image pack, Site links, Reviews, Video"
emergency dentist waterford,74,74,320,54.84,0.98,https://www.3dental.ie/,0,0,0.00,0.13,315000,"[36,24,24,36,100,67,44,36,44,36,54,54]",2021-01-15,"Local pack, People also ask, FAQ"
